하아, 88, 144
마다, 86, 143
파카, 64, 180
라파, 70, 198
아파, 43, 143
나바, 95, 152
파차, 72, 188
사하, 74, 178
바바, 57, 181
마차, 43, 185
카카, 51, 180
타다, 53, 199
차카, 45, 167
하사, 66, 181
마카, 63, 163
마가, 55, 149
다바, 67, 178
다파, 50, 190
마사, 56, 173
하파, 59, 154
나사, 50, 172
타자, 77, 183
가마, 97, 179
다자, 47, 160
아바, 67, 159
아라, 49, 140
아나, 94, 150
파아, 46, 183
타마, 54, 149
다가, 41, 190
가차, 73, 184
다타, 89, 144
카타, 74, 190
나타, 41, 152
차사, 62, 158
자하, 62, 144
카마, 56, 174
사나, 49, 165
타타, 56, 170
자바, 59, 148
파자, 71, 149
자가, 64, 168
마사, 75, 189
하자, 68, 150
사바, 44, 158
카사, 96, 193
타파, 68, 156
자자, 81, 183
나나, 47, 144
다카, 96, 146
바라, 44, 173
카가, 66, 185
자바, 68, 144
나사, 61, 170
라아, 44, 184
마라, 82, 184
파카, 53, 144
하바, 70, 171
가사, 80, 172
라아, 50, 194
바가, 51, 157
마카, 83, 190
라타, 81, 184
아하, 75, 190
라마, 87, 187
타사, 63, 180
하하, 48, 190
아아, 77, 189
바파, 72, 178
라다, 84, 186
마라, 42, 142
카가, 45, 162
마나, 87, 198
마라, 68, 141
하사, 70, 197
아바, 88, 160
다사, 96, 141
파마, 85, 196
나차, 85, 197
나라, 54, 153
바차, 55, 157
아차, 98, 142
차바, 81, 163
라하, 69, 187
나라, 55, 142
사하, 71, 181
마마, 85, 188
다마, 93, 198
다차, 44, 173
라하, 77, 162
사카, 80, 192
바아, 56, 159
파다, 57, 195
다마, 64, 171
타타, 51, 186
카가, 87, 156
파카, 64, 140
라사, 59, 171
카마, 65, 163
자자, 91, 144
카하, 88, 161
차나, 90, 186
나다, 45, 146
마다, 99, 142
하사, 68, 198
카바, 59, 153
하타, 56, 191
아마, 58, 179
카파, 60, 147
하가, 80, 194
파바, 68, 175
바타, 65, 170
타파, 45, 154
라사, 82, 183
하가, 72, 176
카사, 44, 193
하파, 96, 172
다마, 48, 195
사마, 62, 180
가자, 78, 157
타마, 92, 191
바아, 41, 150
하파, 48, 149
하나, 96, 156
나파, 96, 179
차바, 73, 167
가다, 52, 159
가바, 58, 150
가가, 46, 176
하가, 61, 193
다바, 65, 164
카사, 84, 195
자파, 47, 142
아바, 61, 191
파마, 51, 160
아마, 78, 145
파아, 83, 180
마하, 66, 166
가아, 73, 156
라파, 74, 185
가마, 84, 183
바차, 93, 181
자라, 87, 153
마마, 58, 196
자아, 87, 181
카나, 51, 151
바라, 73, 177
자가, 64, 144
차가, 59, 159
가차, 88, 193
타사, 87, 141
바카, 96, 185
타차, 86, 142
마차, 54, 165
아타, 97, 175
자카, 72, 186
마아, 72, 152
카마, 98, 167
나라, 86, 179
카나, 73, 155
마아, 58, 180
사라, 99, 170
차바, 79, 186
바카, 48, 190
파아, 56, 191
자가, 96, 197
카카, 85, 175
나파, 90, 197
사카, 55, 159
카가, 70, 149
마마, 64, 187
사사, 86, 163
다하, 65, 189
자마, 65, 190
가파, 79, 180
파하, 84, 184
나바, 76, 187
나파, 74, 150
하가, 59, 169
차카, 81, 159
가파, 66, 158
다라, 93, 176
사나, 57, 141
파가, 52, 189
파타, 98, 171
라바, 98, 177
마파, 60, 176
바사, 53, 169
사나, 55, 164
마아, 76, 180
마라, 53, 173
라카, 94, 191
자다, 94, 184
사다, 60, 147
라카, 41, 157
카아, 93, 177
하마, 54, 141
하아, 73, 198
다하, 93, 181
하차, 98, 149
사다, 65, 187
자사, 77, 170
가파, 79, 153
사하, 58, 147
라바, 72, 187
나라, 52, 143
카마, 41, 143
아파, 56, 174
카다, 48, 179
차차, 68, 170
파파, 73, 193
바자, 79, 175
마아, 53, 153
사다, 88, 181
타차, 61, 154
자하, 72, 140
바다, 54, 169
사아, 52, 148
카라, 70, 152
바라, 66, 157
나다, 89, 181
파차, 78, 144
차파, 75, 185
타아, 54, 159
하자, 79, 196
차마, 65, 159
마카, 51, 184
자사, 75, 158
파다, 99, 195
자나, 49, 172
하타, 41, 191
라가, 57, 181
타바, 63, 174
나카, 67, 176
마자, 59, 164
타라, 66, 152
차카, 54, 159
라마, 92, 190
마가, 88, 156
다바, 84, 185
마아, 61, 186
카바, 72, 179
나자, 63, 182
차차, 85, 157
가가, 79, 181
아나, 65, 196
타자, 80, 177
다가, 55, 150
가가, 57, 168
아카, 88, 157
라나, 53, 187
하차, 42, 176
나다, 85, 159
마차, 45, 192
타파, 68, 185
타타, 66, 199
아카, 61, 181
사파, 41, 193
마자, 98, 193
가타, 43, 166
파아, 73, 142
카마, 53, 158
바타, 41, 174
하사, 48, 151
카마, 49, 193
카나, 97, 150
마하, 56, 155
나파, 49, 181
사타, 99, 144
하마, 66, 178
하사, 41, 151
자파, 73, 157
가타, 81, 176
바바, 75, 145
하라, 75, 156
다하, 91, 176
파바, 93, 181
바가, 51, 188
가바, 74, 165
바사, 62, 155
라카, 61, 148
카파, 92, 186
바아, 67, 159
가마, 43, 187
바라, 84, 191
자차, 67, 154
바타, 71, 186
사나, 88, 194
자가, 82, 197
라라, 88, 185
바파, 65, 154
하마, 84, 188
차사, 48, 174
바타, 74, 142
파아, 47, 185
가다, 50, 196
다자, 41, 195
나차, 41, 153
바다, 55, 180
다가, 98, 187
카다, 97, 145
자자, 47, 185
사아, 64, 164
차차, 51, 159
아다, 75, 153
파하, 90, 150
마사, 95, 175
나아, 67, 173
나마, 71, 153
차다, 87, 193
사타, 43, 161
카파, 85, 180
아나, 52, 177
다카, 51, 161
바파, 48, 171
타타, 86, 160
파바, 78, 181
자아, 49, 181
하나, 97, 187
바바, 91, 150
사나, 84, 160
다마, 51, 161
차가, 49, 140
하하, 43, 153
하나, 60, 187
파아, 60, 164
바아, 89, 150
파차, 88, 153
차아, 44, 150
가사, 72, 168
마파, 81, 194
다차, 89, 193
아파, 93, 151
나마, 82, 168
자타, 83, 141
바바, 68, 147
차바, 43, 195
카파, 48, 154
바마, 58, 156
다바, 45, 166
차차, 71, 152
다파, 50, 170
나아, 41, 180
마다, 93, 145
하바, 85, 180
아하, 74, 173
파라, 65, 140
바사, 92, 155
사타, 58, 190
하가, 80, 179
파차, 81, 176
바하, 46, 157
가하, 53, 166
라아, 56, 154
타나, 61, 142
라아, 49, 171
가카, 54, 143
하타, 67, 161
다다, 76, 194
바사, 77, 143
파파, 46, 171
타라, 52, 181
사카, 48, 167
하타, 72, 175
다라, 71, 175
카마, 52, 165
차자, 55, 147
바가, 86, 140
나하, 97, 190
하사, 78, 144
차자, 52, 199
가차, 56, 178
파다, 55, 177
가하, 53, 174
라아, 94, 176
나파, 66, 188
나아, 43, 175
카타, 75, 152
가가, 80, 160
나자, 60, 177
사차, 93, 169
하파, 43, 190
나차, 68, 188
하나, 78, 157
사마, 83, 188
라아, 98, 163
가아, 70, 189
나하, 67, 159
자카, 99, 194
가하, 87, 168
파가, 49, 183
차자, 68, 178
차사, 46, 196
나가, 72, 188
다가, 63, 151
아아, 61, 175
바다, 89, 156
하아, 67, 160
하가, 60, 170
마나, 50, 148
자라, 57, 161
나타, 44, 182
나라, 98, 144
자나, 71, 142
타바, 42, 160
가파, 74, 152
아자, 89, 191
마카, 41, 178
차하, 91, 150
사자, 91, 189
라마, 68, 159
바라, 46, 170
하아, 67, 151
자다, 62, 172
타라, 59, 163
차바, 64, 145
아타, 52, 180
바라, 50, 186
나하, 49, 185
타바, 48, 154
카바, 95, 175
나바, 86, 177
카사, 86, 154
가사, 43, 168
파마, 56, 184
다타, 86, 191
나카, 43, 191
라가, 44, 194
사카, 78, 199
가나, 40, 153
타가, 90, 156
바카, 49, 157
하파, 86, 154
자바, 61, 153
타하, 55, 144
나바, 70, 154
타타, 83, 174
라파, 51, 185
라차, 67, 148
다가, 53, 155
자라, 51, 164
하마, 41, 183
사하, 40, 143
하카, 56, 151
차마, 80, 186
사다, 89, 180
차자, 88, 198
나나, 75, 175
카카, 57, 173
