하타, 71, 169
사다, 80, 146
타하, 66, 143
하사, 94, 190
차나, 88, 180
다사, 60, 149
사하, 90, 148
가바, 63, 181
다파, 51, 148
하자, 46, 193
마하, 90, 174
가바, 42, 194
라라, 75, 166
타가, 47, 154
타나, 53, 173
카마, 89, 177
파라, 65, 193
가나, 90, 155
마나, 97, 147
차바, 62, 178
다사, 90, 168
파타, 98, 195
자가, 60, 180
나타, 87, 197
차자, 93, 169
사마, 98, 178
바파, 72, 157
타하, 75, 142
마하, 66, 180
카카, 59, 182
자바, 87, 190
라라, 70, 144
파하, 44, 157
나다, 46, 175
라자, 96, 145
마차, 47, 160
사차, 66, 158
파마, 45, 183
나카, 83, 194
라타, 81, 184
마나, 51, 146
카라, 74, 190
파다, 91, 155
타하, 98, 194
자차, 64, 147
다가, 76, 158
타파, 41, 191
라차, 94, 164
타가, 95, 165
가파, 93, 167
바마, 66, 161
라카, 56, 163
자아, 93, 194
가나, 80, 195
마가, 82, 163
하가, 72, 197
하하, 90, 188
사타, 81, 158
마가, 90, 169
다나, 71, 195
바파, 79, 141
바나, 70, 144
타카, 78, 156
아사, 68, 172
다차, 79, 173
라자, 62, 166
라가, 50, 198
카사, 72, 163
사타, 41, 199
라파, 43, 174
바아, 85, 149
카카, 57, 158
나바, 65, 167
가마, 44, 199
바바, 83, 194
아카, 83, 153
차바, 74, 160
아나, 42, 145
다마, 72, 173
다자, 86, 166
카사, 71, 147
파파, 89, 197
가나, 67, 187
바파, 66, 152
가마, 67, 159
자아, 58, 195
사마, 63, 157
자아, 99, 168
가하, 72, 195
라파, 56, 189
하나, 81, 185
타하, 48, 149
차파, 42, 164
카아, 73, 151
타자, 88, 196
나카, 97, 174
타마, 62, 198
마나, 80, 179
다차, 63, 141
자라, 93, 143
나자, 73, 182
사가, 80, 184
다마, 60, 170
라사, 68, 184
차라, 96, 150
사사, 51, 180
타사, 75, 165
마사, 51, 173
가사, 56, 144
파타, 41, 185
나파, 82, 153
하자, 66, 164
타라, 68, 196
아하, 83, 147
라파, 63, 150
차사, 78, 197
카자, 73, 165
다가, 75, 148
마사, 66, 180
파아, 91, 183
차카, 98, 184
타자, 91, 152
사나, 55, 173
차파, 40, 171
아타, 74, 166
타카, 77, 145
차라, 66, 192
마다, 58, 190
카타, 70, 153
마마, 50, 155
하카, 95, 180
라바, 78, 142
마라, 97, 191
하다, 63, 172
바바, 59, 144
아바, 68, 158
타카, 57, 173
나아, 56, 171
하하, 58, 177
사카, 98, 194
파아, 85, 150
하사, 86, 177
라가, 78, 146
나라, 97, 179
라파, 61, 199
파아, 44, 181
아하, 55, 172
하차, 42, 162
아파, 68, 182
마가, 60, 186
자파, 72, 188
가가, 61, 143
다아, 96, 171
라타, 46, 172
파차, 71, 176
마라, 82, 141
타나, 77, 174
가다, 53, 143
사라, 49, 153
다나, 93, 192
타다, 59, 182
마파, 51, 157
아사, 55, 196
마가, 93, 170
다자, 97, 174
나하, 47, 146
카차, 92, 157
타카, 60, 168
차파, 78, 179
다사, 73, 174
사파, 93, 178
자마, 98, 191
가타, 73, 151
라라, 72, 172
자라, 63, 166
자아, 70, 143
타파, 89, 172
라바, 62, 151
파다, 75, 197
하아, 54, 194
마파, 80, 167
파타, 51, 190
사가, 89, 179
카파, 91, 187
사파, 78, 141
차가, 72, 159
사라, 54, 167
마가, 93, 174
하다, 69, 149
나아, 57, 180
하가, 99, 182
나타, 87, 188
파라, 89, 148
다라, 46, 170
가하, 58, 181
바가, 75, 185
바카, 99, 176
아파, 46, 188
아자, 76, 175
다타, 88, 169
아가, 83, 194
나아, 74, 197
가라, 72, 140
파다, 72, 164
자사, 90, 172
나다, 57, 155
아아, 58, 178
자자, 82, 185
아타, 92, 189
하아, 54, 143
마하, 78, 147
자아, 58, 147
바라, 41, 144
사라, 48, 169
나카, 60, 179
다가, 42, 183
바사, 61, 166
가마, 70, 147
나차, 99, 186
파나, 60, 187
마나, 91, 154
하바, 55, 173
자라, 41, 188
타라, 82, 167
나마, 63, 179
마마, 72, 194
타카, 55, 147
라다, 77, 144
사차, 50, 181
나사, 57, 164
라바, 97, 153
사하, 76, 170
라파, 92, 171
차카, 66, 168
하나, 50, 195
카라, 79, 195
다카, 50, 150
다하, 83, 153
사나, 72, 184
나가, 61, 156
다타, 74, 163
다파, 60, 143
마카, 54, 161
카파, 81, 194
라바, 71, 168
라하, 72, 147
파차, 49, 182
차가, 86, 176
차다, 53, 173
자자, 92, 152
하타, 85, 176
아차, 90, 142
파아, 95, 170
바자, 71, 163
사타, 40, 176
하바, 85, 198
파다, 69, 146
바아, 61, 182
차마, 50, 145
자라, 48, 186
파자, 74, 183
하카, 86, 171
바아, 91, 179
다아, 99, 190
마하, 88, 157
타하, 93, 187
파다, 46, 141
마아, 68, 140
하사, 47, 182
사카, 43, 186
다아, 64, 145
사자, 55, 161
자바, 57, 163
라하, 94, 143
아아, 72, 196
아하, 75, 140
다마, 91, 185
자마, 94, 157
바마, 67, 142
차마, 83, 179
마바, 73, 185
라라, 64, 142
다자, 90, 194
타바, 53, 166
하라, 87, 181
타바, 69, 190
가차, 81, 177
카가, 55, 184
아카, 59, 198
다카, 51, 152
자사, 91, 147
사라, 85, 186
자하, 66, 163
하사, 97, 186
자바, 94, 169
파다, 89, 186
하타, 76, 189
타가, 82, 157
아가, 87, 164
타바, 40, 198
바라, 58, 157
다바, 40, 194
마사, 63, 183
차라, 79, 172
아나, 42, 159
사나, 67, 185
나차, 57, 186
차나, 84, 157
바하, 98, 180
바가, 43, 196
나마, 50, 189
라아, 55, 189
바자, 71, 172
자파, 41, 181
카라, 76, 173
하바, 40, 185
아라, 43, 165
파가, 58, 182
파카, 73, 158
사마, 90, 185
다바, 76, 173
가다, 92, 187
나마, 62, 142
라자, 61, 194
바하, 67, 142
다아, 57, 158
하다, 85, 141
파카, 49, 141
하마, 60, 151
바차, 96, 182
가다, 52, 152
자타, 74, 166
자파, 95, 171
카사, 91, 161
사자, 42, 199
하파, 85, 143
가가, 87, 141
사하, 90, 158
파나, 99, 179
다다, 68, 178
바바, 84, 172
사아, 94, 158
나다, 50, 187
라자, 95, 140
나차, 72, 195
카타, 74, 158
하파, 90, 174
타사, 71, 150
라카, 56, 144
아타, 70, 185
자자, 63, 197
타바, 86, 144
라가, 72, 145
라사, 48, 193
자나, 76, 146
카타, 58, 157
바아, 90, 149
파자, 75, 145
타바, 44, 155
마사, 42, 191
차나, 87, 145
다카, 42, 170
사차, 99, 184
라파, 73, 197
사자, 69, 170
사파, 99, 154
자다, 82, 172
아아, 53, 145
카라, 82, 156
자바, 83, 140
파다, 57, 196
바차, 86, 182
타하, 52, 155
자가, 52, 191
파라, 42, 170
자자, 43, 150
나가, 77, 175
차아, 70, 145
나아, 72, 157
가바, 49, 179
아자, 91, 175
타나, 54, 160
아사, 50, 141
마하, 60, 176
라아, 73, 176
타다, 80, 158
자아, 54, 169
아파, 48, 190
나하, 45, 145
사다, 99, 193
하타, 77, 173
다타, 60, 171
나다, 69, 176
가카, 96, 185
다나, 71, 159
바아, 90, 194
아라, 41, 163
차라, 46, 160
사바, 91, 141
마마, 41, 169
아바, 54, 183
하나, 86, 179
아사, 89, 170
다아, 64, 147
사라, 42, 186
아타, 65, 196
다아, 40, 164
파파, 58, 166
마타, 60, 159
카카, 42, 191
카마, 40, 166
가자, 62, 155
타카, 71, 189
파파, 62, 166
마차, 67, 150
파나, 50, 141
차가, 49, 191
사나, 64, 157
다파, 88, 151
카마, 92, 191
하타, 60, 192
하마, 41, 156
하파, 55, 148
파바, 98, 195
라차, 65, 198
차파, 79, 184
다나, 63, 153
다하, 93, 145
다바, 86, 161
차차, 58, 158
카차, 98, 196
하마, 82, 193
차나, 67, 168
마바, 89, 148
자파, 88, 168
자하, 83, 196
사다, 91, 149
라아, 80, 159
사하, 68, 177
가나, 42, 153
다라, 93, 180
자카, 98, 182
파타, 45, 171
타다, 53, 189
가타, 78, 160
차자, 90, 181
가라, 89, 152
파하, 54, 196
사나, 78, 198
사차, 84, 162
바라, 88, 193
나마, 49, 198
라아, 47, 161
다차, 54, 165
사사, 73, 144
차하, 77, 181
파자, 43, 152
하라, 40, 187
아하, 53, 161
마마, 53, 195
바타, 64, 190
나하, 99, 181
바가, 85, 193
차바, 82, 185
파사, 80, 151
하가, 93, 183
바바, 53, 149
차자, 75, 196
하하, 82, 153
파마, 63, 191
타타, 47, 189
타타, 48, 168
사가, 44, 181
사카, 58, 156
차나, 81, 198
파파, 90, 190
사파, 71, 148
파라, 42, 169
가카, 64, 185
마다, 68, 192
라아, 89, 166
파하, 47, 198
마다, 92, 169
사아, 80, 164
사나, 92, 149
자마, 54, 149
다마, 96, 141
카타, 61, 149
차다, 73, 179
자아, 52, 156
아바, 99, 193
아카, 82, 187
하아, 81, 196
가다, 66, 176
라마, 95, 197
나가, 69, 141
차사, 80, 152
라마, 81, 156
사자, 81, 160
아하, 51, 160
마다, 51, 192
가라, 66, 165
아차, 45, 147
다자, 43, 185
가자, 58, 195
하카, 52, 190
바아, 75, 177
라타, 40, 164
자하, 79, 145
타아, 53, 195
나하, 45, 171
가카, 44, 162
다파, 69, 164
카나, 41, 168
카자, 92, 195
다사, 89, 177
자사, 62, 180
타가, 77, 145
라다, 46, 165
자카, 77, 144
바아, 75, 196
자아, 60, 191
파마, 86, 157
카하, 94, 190
사하, 46, 170
카바, 67, 169
타다, 83, 159
라하, 73, 159
하하, 68, 188
차라, 82, 164
파라, 74, 162
하자, 40, 155
사사, 76, 165
다하, 73, 161
나자, 84, 160
나사, 44, 149
바차, 80, 169
하다, 82, 153
라다, 69, 166
타파, 61, 167
차차, 58, 161
차가, 44, 176
가자, 57, 140
타라, 61, 156
카사, 69, 196
타차, 87, 156
사라, 85, 175
라타, 64, 156
자자, 90, 160
자카, 80, 147
사자, 76, 195
가가, 50, 162
마파, 57, 147
파라, 53, 199
바타, 80, 158
아다, 67, 178
마사, 62, 154
다가, 87, 146
차차, 65, 149
카마, 71, 167
차파, 84, 199
사사, 72, 197
가바, 59, 191
나타, 47, 183
타사, 83, 167
타다, 58, 162
라사, 41, 159
마가, 69, 140
자가, 51, 163
다파, 70, 157
사라, 74, 159
파하, 40, 182
카라, 88, 174
바가, 41, 199
라라, 71, 142
사가, 64, 190
파가, 57, 152
다아, 63, 161
파파, 78, 188
카사, 48, 145
차바, 76, 140
파바, 67, 171
바하, 41, 166
라바, 55, 142
하라, 75, 159
라마, 62, 166
가타, 78, 171
나파, 79, 162
가하, 57, 199
자파, 71, 154
아카, 46, 173
바바, 84, 160
자아, 52, 174
파바, 96, 184
타아, 84, 181
라라, 97, 169
다사, 82, 178
가마, 47, 179
나가, 98, 192
타사, 57, 199
차사, 42, 160
사자, 82, 169
마타, 66, 193
라가, 95, 157
다바, 45, 155
차다, 55, 143
사가, 74, 141
차카, 77, 146
가나, 68, 156
나타, 89, 143
파아, 58, 169
아다, 48, 168
나카, 73, 190
파파, 46, 183
파바, 59, 196
카라, 56, 193
하카, 43, 187
타라, 44, 158
타카, 86, 187
카가, 56, 161
다다, 59, 196
가라, 79, 177
카바, 93, 181
차라, 97, 162
파라, 65, 179
자하, 88, 177
바라, 90, 142
나타, 95, 180
바나, 65, 143
마하, 56, 190
가사, 40, 184
차가, 45, 182
다마, 74, 142
하파, 96, 159
파카, 87, 189
타바, 93, 187
자마, 86, 180
바나, 73, 142
마아, 56, 174
마타, 58, 151
사가, 73, 192
파다, 65, 144
하차, 97, 172
마다, 62, 188
나라, 94, 182
라하, 44, 154
파카, 81, 191
카가, 64, 186
다사, 60, 145
라마, 83, 149
하하, 51, 192
타파, 77, 157
파바, 63, 152
다라, 95, 197
하사, 66, 167
가카, 91, 146
아라, 53, 187
다사, 59, 179
자하, 88, 146
파파, 73, 143
바마, 85, 196
타하, 95, 194
바다, 83, 149
마자, 90, 158
사파, 57, 185
마아, 52, 145
타파, 55, 193
라나, 41, 147
사가, 99, 170
자가, 65, 181
나하, 74, 158
라자, 74, 156
카사, 85, 185
라사, 79, 170
카타, 57, 177
나라, 64, 156
사카, 45, 146
다아, 45, 148
